type,GEOID,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,09001044200,11/2025,1,1,1.667,NA
Census Tract,09001044200,12/2025,1,0.5,2,NA
Census Tract,09001044200,01/2026,1,1.5,,NA
Census Tract,09001044200,02/2026,1,1,,NA
Census Tract,09001044200,03/2026,1,1.5,,NA
Census Tract,09001044200,04/2026,1,0.5,,NA
Census Tract,09001044200,05/2026,2,1.5,,NA
Census Tract,09001044200,06/2026,0,1,,13/06/2026
Census Tract,09001044300,01/2020,0,0,1.667,NA
Census Tract,09001044300,02/2020,0,0,1.333,NA
Census Tract,09001044300,03/2020,1,2,0.667,NA
Census Tract,09001044300,04/2020,0,0.5,0.333,NA
Census Tract,09001044300,05/2020,0,2,0.667,NA
Census Tract,09001044300,06/2020,0,1,1.667,NA
Census Tract,09001044300,07/2020,0,1,1,NA
Census Tract,09001044300,08/2020,0,1,1.667,NA
Census Tract,09001044300,09/2020,0,1.5,3.333,NA
Census Tract,09001044300,10/2020,0,0.5,1.333,NA
Census Tract,09001044300,11/2020,3,1.5,0.333,NA
Census Tract,09001044300,12/2020,0,2,1,NA
Census Tract,09001044300,01/2021,0,0,1.667,NA
Census Tract,09001044300,02/2021,0,0,1.333,NA
Census Tract,09001044300,03/2021,0,2,0.667,NA
Census Tract,09001044300,04/2021,0,0.5,0.333,NA
Census Tract,09001044300,05/2021,0,2,0.667,NA
Census Tract,09001044300,06/2021,1,1,1.667,NA
Census Tract,09001044300,07/2021,0,1,1,NA
Census Tract,09001044300,08/2021,1,1,1.667,NA
Census Tract,09001044300,09/2021,1,1.5,3.333,NA
Census Tract,09001044300,10/2021,0,0.5,1.333,NA
Census Tract,09001044300,11/2021,0,1.5,0.333,NA
Census Tract,09001044300,12/2021,1,2,1,NA
Census Tract,09001044300,01/2022,1,0,1.667,NA
Census Tract,09001044300,02/2022,5,0,1.333,NA
Census Tract,09001044300,03/2022,3,2,0.667,NA
Census Tract,09001044300,04/2022,0,0.5,0.333,NA
Census Tract,09001044300,05/2022,0,2,0.667,NA
Census Tract,09001044300,06/2022,0,1,1.667,NA
Census Tract,09001044300,07/2022,1,1,1,NA
Census Tract,09001044300,08/2022,0,1,1.667,NA
Census Tract,09001044300,09/2022,4,1.5,3.333,NA
Census Tract,09001044300,10/2022,3,0.5,1.333,NA
Census Tract,09001044300,11/2022,0,1.5,0.333,NA
Census Tract,09001044300,12/2022,0,2,1,NA
Census Tract,09001044300,01/2023,0,0,1.667,NA
Census Tract,09001044300,02/2023,0,0,1.333,NA
Census Tract,09001044300,03/2023,4,2,0.667,NA
Census Tract,09001044300,04/2023,0,0.5,0.333,NA
Census Tract,09001044300,05/2023,2,2,0.667,NA
Census Tract,09001044300,06/2023,1,1,1.667,NA
Census Tract,09001044300,07/2023,0,1,1,NA
Census Tract,09001044300,08/2023,2,1,1.667,NA
Census Tract,09001044300,09/2023,2,1.5,3.333,NA
Census Tract,09001044300,10/2023,0,0.5,1.333,NA
Census Tract,09001044300,11/2023,3,1.5,0.333,NA
Census Tract,09001044300,12/2023,4,2,1,NA
Census Tract,09001044300,01/2024,0,0,1.667,NA
Census Tract,09001044300,02/2024,0,0,1.333,NA
Census Tract,09001044300,03/2024,0,2,0.667,NA
Census Tract,09001044300,04/2024,1,0.5,0.333,NA
Census Tract,09001044300,05/2024,2,2,0.667,NA
Census Tract,09001044300,06/2024,1,1,1.667,NA
Census Tract,09001044300,07/2024,2,1,1,NA
Census Tract,09001044300,08/2024,0,1,1.667,NA
Census Tract,09001044300,09/2024,1,1.5,3.333,NA
Census Tract,09001044300,10/2024,0,0.5,1.333,NA
Census Tract,09001044300,11/2024,0,1.5,0.333,NA
Census Tract,09001044300,12/2024,0,2,1,NA
Census Tract,09001044300,01/2025,0,0,1.667,NA
Census Tract,09001044300,02/2025,2,0,1.333,NA
Census Tract,09001044300,03/2025,1,2,0.667,NA
Census Tract,09001044300,04/2025,3,0.5,0.333,NA
Census Tract,09001044300,05/2025,2,2,0.667,NA
Census Tract,09001044300,06/2025,2,1,1.667,NA
Census Tract,09001044300,07/2025,1,1,1,NA
Census Tract,09001044300,08/2025,0,1,1.667,NA
Census Tract,09001044300,09/2025,1,1.5,3.333,NA
Census Tract,09001044300,10/2025,1,0.5,1.333,NA
Census Tract,09001044300,11/2025,0,1.5,0.333,NA
Census Tract,09001044300,12/2025,1,2,1,NA
Census Tract,09001044300,01/2026,2,0,,NA
Census Tract,09001044300,02/2026,0,0,,NA
Census Tract,09001044300,03/2026,0,2,,NA
Census Tract,09001044300,04/2026,3,0.5,,NA
Census Tract,09001044300,05/2026,2,2,,NA
Census Tract,09001044300,06/2026,2,1,,13/06/2026
Census Tract,09001044400,01/2020,3,2,3.333,NA
Census Tract,09001044400,02/2020,0,2,1.333,NA
Census Tract,09001044400,03/2020,1,0.5,1,NA
Census Tract,09001044400,04/2020,0,0.5,2.333,NA
Census Tract,09001044400,05/2020,0,2.5,2.333,NA
Census Tract,09001044400,06/2020,0,0.5,1,NA
Census Tract,09001044400,07/2020,1,2,2.667,NA
Census Tract,09001044400,08/2020,0,0.5,1.333,NA
Census Tract,09001044400,09/2020,0,1.5,1.333,NA
Census Tract,09001044400,10/2020,0,0.5,3,NA
Census Tract,09001044400,11/2020,0,0.5,2.333,NA
Census Tract,09001044400,12/2020,0,0,1.333,NA
Census Tract,09001044400,01/2021,1,2,3.333,NA
Census Tract,09001044400,02/2021,0,2,1.333,NA
Census Tract,09001044400,03/2021,0,0.5,1,NA
Census Tract,09001044400,04/2021,1,0.5,2.333,NA
Census Tract,09001044400,05/2021,0,2.5,2.333,NA
Census Tract,09001044400,06/2021,1,0.5,1,NA
Census Tract,09001044400,07/2021,0,2,2.667,NA
Census Tract,09001044400,08/2021,1,0.5,1.333,NA
Census Tract,09001044400,09/2021,0,1.5,1.333,NA
Census Tract,09001044400,10/2021,1,0.5,3,NA
Census Tract,09001044400,11/2021,0,0.5,2.333,NA
Census Tract,09001044400,12/2021,0,0,1.333,NA
Census Tract,09001044400,01/2022,0,2,3.333,NA
Census Tract,09001044400,02/2022,0,2,1.333,NA
Census Tract,09001044400,03/2022,0,0.5,1,NA
Census Tract,09001044400,04/2022,2,0.5,2.333,NA
Census Tract,09001044400,05/2022,2,2.5,2.333,NA
Census Tract,09001044400,06/2022,2,0.5,1,NA
Census Tract,09001044400,07/2022,1,2,2.667,NA
Census Tract,09001044400,08/2022,1,0.5,1.333,NA
Census Tract,09001044400,09/2022,1,1.5,1.333,NA
Census Tract,09001044400,10/2022,2,0.5,3,NA
Census Tract,09001044400,11/2022,1,0.5,2.333,NA
Census Tract,09001044400,12/2022,0,0,1.333,NA
Census Tract,09001044400,01/2023,2,2,3.333,NA
Census Tract,09001044400,02/2023,4,2,1.333,NA
Census Tract,09001044400,03/2023,1,0.5,1,NA
Census Tract,09001044400,04/2023,1,0.5,2.333,NA
Census Tract,09001044400,05/2023,5,2.5,2.333,NA
Census Tract,09001044400,06/2023,0,0.5,1,NA
Census Tract,09001044400,07/2023,4,2,2.667,NA
Census Tract,09001044400,08/2023,0,0.5,1.333,NA
Census Tract,09001044400,09/2023,1,1.5,1.333,NA
Census Tract,09001044400,10/2023,0,0.5,3,NA
Census Tract,09001044400,11/2023,0,0.5,2.333,NA
Census Tract,09001044400,12/2023,0,0,1.333,NA
Census Tract,09001044400,01/2024,2,2,3.333,NA
Census Tract,09001044400,02/2024,0,2,1.333,NA
Census Tract,09001044400,03/2024,0,0.5,1,NA
Census Tract,09001044400,04/2024,0,0.5,2.333,NA
Census Tract,09001044400,05/2024,0,2.5,2.333,NA
Census Tract,09001044400,06/2024,1,0.5,1,NA
Census Tract,09001044400,07/2024,0,2,2.667,NA
Census Tract,09001044400,08/2024,1,0.5,1.333,NA
Census Tract,09001044400,09/2024,2,1.5,1.333,NA
Census Tract,09001044400,10/2024,1,0.5,3,NA
Census Tract,09001044400,11/2024,1,0.5,2.333,NA
Census Tract,09001044400,12/2024,0,0,1.333,NA
Census Tract,09001044400,01/2025,0,2,3.333,NA
Census Tract,09001044400,02/2025,0,2,1.333,NA
Census Tract,09001044400,03/2025,2,0.5,1,NA
Census Tract,09001044400,04/2025,1,0.5,2.333,NA
Census Tract,09001044400,05/2025,0,2.5,2.333,NA
Census Tract,09001044400,06/2025,0,0.5,1,NA
Census Tract,09001044400,07/2025,1,2,2.667,NA
Census Tract,09001044400,08/2025,1,0.5,1.333,NA
Census Tract,09001044400,09/2025,0,1.5,1.333,NA
Census Tract,09001044400,10/2025,2,0.5,3,NA
Census Tract,09001044400,11/2025,0,0.5,2.333,NA
Census Tract,09001044400,12/2025,1,0,1.333,NA
Census Tract,09001044400,01/2026,0,2,,NA
Census Tract,09001044400,02/2026,0,2,,NA
Census Tract,09001044400,03/2026,0,0.5,,NA
Census Tract,09001044400,04/2026,0,0.5,,NA
Census Tract,09001044400,05/2026,0,2.5,,NA
Census Tract,09001044400,06/2026,0,0,,13/06/2026
Census Tract,09001044500,01/2020,6,1.5,3.667,NA
Census Tract,09001044500,02/2020,5,7,3,NA
Census Tract,09001044500,03/2020,4,2.5,0.667,NA
Census Tract,09001044500,04/2020,0,2,2.333,NA
Census Tract,09001044500,05/2020,0,3,4,NA
Census Tract,09001044500,06/2020,0,1,2,NA
Census Tract,09001044500,07/2020,0,2,2,NA
Census Tract,09001044500,08/2020,0,2.5,2,NA
Census Tract,09001044500,09/2020,0,3,4.333,NA
Census Tract,09001044500,10/2020,0,3,1,NA
Census Tract,09001044500,11/2020,0,6,3.333,NA
Census Tract,09001044500,12/2020,0,0.5,2,NA
Census Tract,09001044500,01/2021,1,1.5,3.667,NA
Census Tract,09001044500,02/2021,0,7,3,NA
Census Tract,09001044500,03/2021,1,2.5,0.667,NA
Census Tract,09001044500,04/2021,1,2,2.333,NA
Census Tract,09001044500,05/2021,0,3,4,NA
Census Tract,09001044500,06/2021,2,1,2,NA
Census Tract,09001044500,07/2021,2,2,2,NA
Census Tract,09001044500,08/2021,2,2.5,2,NA
Census Tract,09001044500,09/2021,0,3,4.333,NA
Census Tract,09001044500,10/2021,4,3,1,NA
Census Tract,09001044500,11/2021,5,6,3.333,NA
Census Tract,09001044500,12/2021,1,0.5,2,NA
Census Tract,09001044500,01/2022,2,1.5,3.667,NA
Census Tract,09001044500,02/2022,1,7,3,NA
Census Tract,09001044500,03/2022,1,2.5,0.667,NA
Census Tract,09001044500,04/2022,4,2,2.333,NA
Census Tract,09001044500,05/2022,0,3,4,NA
Census Tract,09001044500,06/2022,0,1,2,NA
Census Tract,09001044500,07/2022,2,2,2,NA
Census Tract,09001044500,08/2022,6,2.5,2,NA
Census Tract,09001044500,09/2022,3,3,4.333,NA
Census Tract,09001044500,10/2022,1,3,1,NA
Census Tract,09001044500,11/2022,2,6,3.333,NA
Census Tract,09001044500,12/2022,3,0.5,2,NA
Census Tract,09001044500,01/2023,2,1.5,3.667,NA
Census Tract,09001044500,02/2023,9,7,3,NA
Census Tract,09001044500,03/2023,3,2.5,0.667,NA
Census Tract,09001044500,04/2023,2,2,2.333,NA
Census Tract,09001044500,05/2023,6,3,4,NA
Census Tract,09001044500,06/2023,0,1,2,NA
Census Tract,09001044500,07/2023,2,2,2,NA
Census Tract,09001044500,08/2023,5,2.5,2,NA
Census Tract,09001044500,09/2023,4,3,4.333,NA
Census Tract,09001044500,10/2023,3,3,1,NA
Census Tract,09001044500,11/2023,2,6,3.333,NA
Census Tract,09001044500,12/2023,0,0.5,2,NA
Census Tract,09001044500,01/2024,1,1.5,3.667,NA
Census Tract,09001044500,02/2024,4,7,3,NA
Census Tract,09001044500,03/2024,2,2.5,0.667,NA
Census Tract,09001044500,04/2024,2,2,2.333,NA
Census Tract,09001044500,05/2024,0,3,4,NA
Census Tract,09001044500,06/2024,2,1,2,NA
Census Tract,09001044500,07/2024,2,2,2,NA
Census Tract,09001044500,08/2024,0,2.5,2,NA
Census Tract,09001044500,09/2024,1,3,4.333,NA
Census Tract,09001044500,10/2024,3,3,1,NA
Census Tract,09001044500,11/2024,9,6,3.333,NA
Census Tract,09001044500,12/2024,1,0.5,2,NA
Census Tract,09001044500,01/2025,1,1.5,3.667,NA
Census Tract,09001044500,02/2025,0,7,3,NA
Census Tract,09001044500,03/2025,4,2.5,0.667,NA
Census Tract,09001044500,04/2025,2,2,2.333,NA
Census Tract,09001044500,05/2025,3,3,4,NA
Census Tract,09001044500,06/2025,0,1,2,NA
Census Tract,09001044500,07/2025,0,2,2,NA
Census Tract,09001044500,08/2025,3,2.5,2,NA
Census Tract,09001044500,09/2025,9,3,4.333,NA
Census Tract,09001044500,10/2025,1,3,1,NA
Census Tract,09001044500,11/2025,0,6,3.333,NA
Census Tract,09001044500,12/2025,1,0.5,2,NA
Census Tract,09001044500,01/2026,2,1.5,,NA
Census Tract,09001044500,02/2026,0,7,,NA
Census Tract,09001044500,03/2026,6,2.5,,NA
Census Tract,09001044500,04/2026,1,2,,NA
Census Tract,09001044500,05/2026,0,3,,NA
Census Tract,09001044500,06/2026,0,1,,13/06/2026
Census Tract,09001044600,01/2020,0,0,0,NA
Census Tract,09001044600,02/2020,0,0,0,NA
Census Tract,09001044600,03/2020,0,0,0,NA
Census Tract,09001044600,04/2020,0,0,0,NA
Census Tract,09001044600,05/2020,0,0,0.333,NA
Census Tract,09001044600,06/2020,0,0.5,0,NA
Census Tract,09001044600,07/2020,0,0,0,NA
Census Tract,09001044600,08/2020,0,0,0,NA
Census Tract,09001044600,09/2020,0,0,0,NA
Census Tract,09001044600,10/2020,0,0.5,0,NA
Census Tract,09001044600,11/2020,0,0,0,NA
Census Tract,09001044600,12/2020,0,0,0.333,NA
Census Tract,09001044600,01/2021,0,0,0,NA
Census Tract,09001044600,02/2021,0,0,0,NA
Census Tract,09001044600,03/2021,0,0,0,NA
Census Tract,09001044600,04/2021,0,0,0,NA
Census Tract,09001044600,05/2021,0,0,0.333,NA
Census Tract,09001044600,06/2021,0,0.5,0,NA
Census Tract,09001044600,07/2021,0,0,0,NA
Census Tract,09001044600,08/2021,0,0,0,NA
Census Tract,09001044600,09/2021,0,0,0,NA
Census Tract,09001044600,10/2021,0,0.5,0,NA
Census Tract,09001044600,11/2021,0,0,0,NA
Census Tract,09001044600,12/2021,1,0,0.333,NA
Census Tract,09001044600,01/2022,0,0,0,NA
Census Tract,09001044600,02/2022,0,0,0,NA
Census Tract,09001044600,03/2022,0,0,0,NA
Census Tract,09001044600,04/2022,0,0,0,NA
Census Tract,09001044600,05/2022,0,0,0.333,NA
Census Tract,09001044600,06/2022,0,0.5,0,NA
Census Tract,09001044600,07/2022,1,0,0,NA
Census Tract,09001044600,08/2022,0,0,0,NA
Census Tract,09001044600,09/2022,0,0,0,NA
Census Tract,09001044600,10/2022,0,0.5,0,NA
Census Tract,09001044600,11/2022,0,0,0,NA
Census Tract,09001044600,12/2022,0,0,0.333,NA
Census Tract,09001044600,01/2023,0,0,0,NA
Census Tract,09001044600,02/2023,0,0,0,NA
Census Tract,09001044600,03/2023,0,0,0,NA
Census Tract,09001044600,04/2023,0,0,0,NA
Census Tract,09001044600,05/2023,0,0,0.333,NA
Census Tract,09001044600,06/2023,0,0.5,0,NA
Census Tract,09001044600,07/2023,0,0,0,NA
Census Tract,09001044600,08/2023,0,0,0,NA
Census Tract,09001044600,09/2023,0,0,0,NA
Census Tract,09001044600,10/2023,0,0.5,0,NA
Census Tract,09001044600,11/2023,0,0,0,NA
Census Tract,09001044600,12/2023,0,0,0.333,NA
Census Tract,09001044600,01/2024,0,0,0,NA
Census Tract,09001044600,02/2024,0,0,0,NA
Census Tract,09001044600,03/2024,0,0,0,NA
Census Tract,09001044600,04/2024,0,0,0,NA
Census Tract,09001044600,05/2024,0,0,0.333,NA
Census Tract,09001044600,06/2024,1,0.5,0,NA
Census Tract,09001044600,07/2024,0,0,0,NA
Census Tract,09001044600,08/2024,0,0,0,NA
Census Tract,09001044600,09/2024,0,0,0,NA
Census Tract,09001044600,10/2024,1,0.5,0,NA
Census Tract,09001044600,11/2024,0,0,0,NA
Census Tract,09001044600,12/2024,0,0,0.333,NA
Census Tract,09001044600,01/2025,0,0,0,NA
Census Tract,09001044600,02/2025,0,0,0,NA
Census Tract,09001044600,03/2025,0,0,0,NA
Census Tract,09001044600,04/2025,0,0,0,NA
Census Tract,09001044600,05/2025,0,0,0.333,NA
Census Tract,09001044600,06/2025,0,0.5,0,NA
Census Tract,09001044600,07/2025,0,0,0,NA
Census Tract,09001044600,08/2025,0,0,0,NA
Census Tract,09001044600,09/2025,0,0,0,NA
Census Tract,09001044600,10/2025,0,0.5,0,NA
Census Tract,09001044600,11/2025,1,0,0,NA
Census Tract,09001044600,12/2025,0,0,0.333,NA
Census Tract,09001044600,01/2026,0,0,,NA
Census Tract,09001044600,02/2026,0,0,,NA
Census Tract,09001044600,03/2026,0,0,,NA
Census Tract,09001044600,04/2026,0,0,,NA
Census Tract,09001044600,05/2026,0,0,,NA
Census Tract,09001044600,06/2026,0,0,,13/06/2026
Census Tract,09001045101,01/2020,0,0,0.333,NA
Census Tract,09001045101,02/2020,0,0,0,NA
Census Tract,09001045101,03/2020,0,0,0.333,NA
Census Tract,09001045101,04/2020,0,0,0,NA
Census Tract,09001045101,05/2020,0,0,0,NA
Census Tract,09001045101,06/2020,0,0.5,0,NA
Census Tract,09001045101,07/2020,0,0,0.333,NA
Census Tract,09001045101,08/2020,0,0,0,NA
Census Tract,09001045101,09/2020,0,0,0,NA
Census Tract,09001045101,10/2020,0,0,0,NA
Census Tract,09001045101,11/2020,0,0,0.333,NA
Census Tract,09001045101,12/2020,0,0,0.333,NA
Census Tract,09001045101,01/2021,0,0,0.333,NA
Census Tract,09001045101,02/2021,0,0,0,NA
Census Tract,09001045101,03/2021,1,0,0.333,NA
Census Tract,09001045101,04/2021,0,0,0,NA
Census Tract,09001045101,05/2021,0,0,0,NA
Census Tract,09001045101,06/2021,0,0.5,0,NA
Census Tract,09001045101,07/2021,0,0,0.333,NA
Census Tract,09001045101,08/2021,0,0,0,NA
Census Tract,09001045101,09/2021,0,0,0,NA
Census Tract,09001045101,10/2021,0,0,0,NA
Census Tract,09001045101,11/2021,0,0,0.333,NA
Census Tract,09001045101,12/2021,0,0,0.333,NA
Census Tract,09001045101,01/2022,0,0,0.333,NA
Census Tract,09001045101,02/2022,0,0,0,NA
Census Tract,09001045101,03/2022,0,0,0.333,NA
Census Tract,09001045101,04/2022,0,0,0,NA
Census Tract,09001045101,05/2022,2,0,0,NA
Census Tract,09001045101,06/2022,0,0.5,0,NA
Census Tract,09001045101,07/2022,0,0,0.333,NA
Census Tract,09001045101,08/2022,0,0,0,NA
Census Tract,09001045101,09/2022,1,0,0,NA
Census Tract,09001045101,10/2022,0,0,0,NA
Census Tract,09001045101,11/2022,0,0,0.333,NA
Census Tract,09001045101,12/2022,0,0,0.333,NA
Census Tract,09001045101,01/2023,0,0,0.333,NA
Census Tract,09001045101,02/2023,0,0,0,NA
Census Tract,09001045101,03/2023,0,0,0.333,NA
Census Tract,09001045101,04/2023,0,0,0,NA
Census Tract,09001045101,05/2023,0,0,0,NA
Census Tract,09001045101,06/2023,1,0.5,0,NA
Census Tract,09001045101,07/2023,0,0,0.333,NA
Census Tract,09001045101,08/2023,0,0,0,NA
Census Tract,09001045101,09/2023,0,0,0,NA
Census Tract,09001045101,10/2023,0,0,0,NA
Census Tract,09001045101,11/2023,0,0,0.333,NA
Census Tract,09001045101,12/2023,0,0,0.333,NA
Census Tract,09001045101,01/2024,0,0,0.333,NA
Census Tract,09001045101,02/2024,0,0,0,NA
Census Tract,09001045101,03/2024,0,0,0.333,NA
Census Tract,09001045101,04/2024,0,0,0,NA
Census Tract,09001045101,05/2024,0,0,0,NA
Census Tract,09001045101,06/2024,0,0.5,0,NA
Census Tract,09001045101,07/2024,0,0,0.333,NA
Census Tract,09001045101,08/2024,0,0,0,NA
Census Tract,09001045101,09/2024,0,0,0,NA
Census Tract,09001045101,10/2024,0,0,0,NA
Census Tract,09001045101,11/2024,0,0,0.333,NA
Census Tract,09001045101,12/2024,0,0,0.333,NA
Census Tract,09001045101,01/2025,0,0,0.333,NA
Census Tract,09001045101,02/2025,0,0,0,NA
Census Tract,09001045101,03/2025,0,0,0.333,NA
Census Tract,09001045101,04/2025,0,0,0,NA
Census Tract,09001045101,05/2025,0,0,0,NA
Census Tract,09001045101,06/2025,0,0.5,0,NA
Census Tract,09001045101,07/2025,0,0,0.333,NA
Census Tract,09001045101,08/2025,0,0,0,NA
Census Tract,09001045101,09/2025,0,0,0,NA
Census Tract,09001045101,10/2025,0,0,0,NA
Census Tract,09001045101,11/2025,0,0,0.333,NA
Census Tract,09001045101,12/2025,0,0,0.333,NA
Census Tract,09001045101,01/2026,0,0,,NA
Census Tract,09001045101,02/2026,0,0,,NA
Census Tract,09001045101,03/2026,0,0,,NA
Census Tract,09001045101,04/2026,0,0,,NA
Census Tract,09001045101,05/2026,0,0,,NA
Census Tract,09001045101,06/2026,0,0,,13/06/2026
Census Tract,09001045102,01/2020,0,0,0,NA
Census Tract,09001045102,02/2020,0,0.5,0.333,NA
Census Tract,09001045102,03/2020,0,0,0.667,NA
Census Tract,09001045102,04/2020,0,0,0.667,NA
Census Tract,09001045102,05/2020,0,0,0.333,NA
Census Tract,09001045102,06/2020,0,0,0.333,NA
Census Tract,09001045102,07/2020,0,0.5,0.667,NA
Census Tract,09001045102,08/2020,0,0,0,NA
Census Tract,09001045102,09/2020,0,0,0,NA
Census Tract,09001045102,10/2020,0,0,0.333,NA
Census Tract,09001045102,11/2020,0,0,0,NA
Census Tract,09001045102,12/2020,0,1,0.333,NA
Census Tract,09001045102,01/2021,0,0,0,NA
Census Tract,09001045102,02/2021,0,0.5,0.333,NA
Census Tract,09001045102,03/2021,2,0,0.667,NA
Census Tract,09001045102,04/2021,0,0,0.667,NA
Census Tract,09001045102,05/2021,0,0,0.333,NA
Census Tract,09001045102,06/2021,0,0,0.333,NA
Census Tract,09001045102,07/2021,0,0.5,0.667,NA
Census Tract,09001045102,08/2021,1,0,0,NA
Census Tract,09001045102,09/2021,0,0,0,NA
Census Tract,09001045102,10/2021,0,0,0.333,NA
Census Tract,09001045102,11/2021,0,0,0,NA
Census Tract,09001045102,12/2021,0,1,0.333,NA
Census Tract,09001045102,01/2022,0,0,0,NA
Census Tract,09001045102,02/2022,0,0.5,0.333,NA
Census Tract,09001045102,03/2022,0,0,0.667,NA
Census Tract,09001045102,04/2022,0,0,0.667,NA
Census Tract,09001045102,05/2022,1,0,0.333,NA
Census Tract,09001045102,06/2022,0,0,0.333,NA
Census Tract,09001045102,07/2022,0,0.5,0.667,NA
Census Tract,09001045102,08/2022,1,0,0,NA
Census Tract,09001045102,09/2022,0,0,0,NA
Census Tract,09001045102,10/2022,0,0,0.333,NA
Census Tract,09001045102,11/2022,0,0,0,NA
Census Tract,09001045102,12/2022,0,1,0.333,NA
Census Tract,09001045102,01/2023,0,0,0,NA
Census Tract,09001045102,02/2023,0,0.5,0.333,NA
Census Tract,09001045102,03/2023,0,0,0.667,NA
Census Tract,09001045102,04/2023,0,0,0.667,NA
Census Tract,09001045102,05/2023,0,0,0.333,NA
Census Tract,09001045102,06/2023,0,0,0.333,NA
Census Tract,09001045102,07/2023,0,0.5,0.667,NA
Census Tract,09001045102,08/2023,0,0,0,NA
Census Tract,09001045102,09/2023,0,0,0,NA
Census Tract,09001045102,10/2023,0,0,0.333,NA
Census Tract,09001045102,11/2023,0,0,0,NA
Census Tract,09001045102,12/2023,0,1,0.333,NA
Census Tract,09001045102,01/2024,0,0,0,NA
Census Tract,09001045102,02/2024,1,0.5,0.333,NA
Census Tract,09001045102,03/2024,0,0,0.667,NA
Census Tract,09001045102,04/2024,0,0,0.667,NA
Census Tract,09001045102,05/2024,0,0,0.333,NA
Census Tract,09001045102,06/2024,0,0,0.333,NA
Census Tract,09001045102,07/2024,1,0.5,0.667,NA
Census Tract,09001045102,08/2024,0,0,0,NA
Census Tract,09001045102,09/2024,0,0,0,NA
Census Tract,09001045102,10/2024,0,0,0.333,NA
Census Tract,09001045102,11/2024,0,0,0,NA
Census Tract,09001045102,12/2024,2,1,0.333,NA
Census Tract,09001045102,01/2025,0,0,0,NA
Census Tract,09001045102,02/2025,0,0.5,0.333,NA
Census Tract,09001045102,03/2025,0,0,0.667,NA
Census Tract,09001045102,04/2025,0,0,0.667,NA
Census Tract,09001045102,05/2025,0,0,0.333,NA
Census Tract,09001045102,06/2025,0,0,0.333,NA
Census Tract,09001045102,07/2025,0,0.5,0.667,NA
Census Tract,09001045102,08/2025,0,0,0,NA
Census Tract,09001045102,09/2025,1,0,0,NA
Census Tract,09001045102,10/2025,0,0,0.333,NA
Census Tract,09001045102,11/2025,0,0,0,NA
Census Tract,09001045102,12/2025,0,1,0.333,NA
Census Tract,09001045102,01/2026,0,0,,NA
Census Tract,09001045102,02/2026,0,0.5,,NA
Census Tract,09001045102,03/2026,0,0,,NA
Census Tract,09001045102,04/2026,1,0,,NA
Census Tract,09001045102,05/2026,0,0,,NA
Census Tract,09001045102,06/2026,0,0,,13/06/2026
Census Tract,09001045200,01/2020,0,0,1.333,NA
Census Tract,09001045200,02/2020,1,0.5,0,NA
Census Tract,09001045200,03/2020,1,0.5,0.333,NA
Census Tract,09001045200,04/2020,0,0.5,0.333,NA
Census Tract,09001045200,05/2020,0,0,0,NA
Census Tract,09001045200,06/2020,0,1,1,NA
Census Tract,09001045200,07/2020,0,0,0.333,NA
Census Tract,09001045200,08/2020,0,1,1.333,NA
Census Tract,09001045200,09/2020,0,0,0.333,NA
Census Tract,09001045200,10/2020,0,0.5,0.333,NA
Census Tract,09001045200,11/2020,0,0.5,0,NA
Census Tract,09001045200,12/2020,0,0.5,0.333,NA
Census Tract,09001045200,01/2021,0,0,1.333,NA
Census Tract,09001045200,02/2021,1,0.5,0,NA
Census Tract,09001045200,03/2021,0,0.5,0.333,NA
Census Tract,09001045200,04/2021,0,0.5,0.333,NA
Census Tract,09001045200,05/2021,0,0,0,NA
Census Tract,09001045200,06/2021,0,1,1,NA
Census Tract,09001045200,07/2021,0,0,0.333,NA
Census Tract,09001045200,08/2021,0,1,1.333,NA
Census Tract,09001045200,09/2021,0,0,0.333,NA
Census Tract,09001045200,10/2021,0,0.5,0.333,NA
Census Tract,09001045200,11/2021,0,0.5,0,NA
Census Tract,09001045200,12/2021,0,0.5,0.333,NA
Census Tract,09001045200,01/2022,0,0,1.333,NA
Census Tract,09001045200,02/2022,2,0.5,0,NA
Census Tract,09001045200,03/2022,0,0.5,0.333,NA
Census Tract,09001045200,04/2022,0,0.5,0.333,NA
Census Tract,09001045200,05/2022,1,0,0,NA
Census Tract,09001045200,06/2022,1,1,1,NA
Census Tract,09001045200,07/2022,1,0,0.333,NA
Census Tract,09001045200,08/2022,0,1,1.333,NA
Census Tract,09001045200,09/2022,1,0,0.333,NA
Census Tract,09001045200,10/2022,2,0.5,0.333,NA
Census Tract,09001045200,11/2022,0,0.5,0,NA
Census Tract,09001045200,12/2022,0,0.5,0.333,NA
Census Tract,09001045200,01/2023,0,0,1.333,NA
Census Tract,09001045200,02/2023,1,0.5,0,NA
Census Tract,09001045200,03/2023,0,0.5,0.333,NA
Census Tract,09001045200,04/2023,1,0.5,0.333,NA
Census Tract,09001045200,05/2023,0,0,0,NA
Census Tract,09001045200,06/2023,2,1,1,NA
Census Tract,09001045200,07/2023,0,0,0.333,NA
Census Tract,09001045200,08/2023,2,1,1.333,NA
Census Tract,09001045200,09/2023,0,0,0.333,NA
Census Tract,09001045200,10/2023,1,0.5,0.333,NA
Census Tract,09001045200,11/2023,1,0.5,0,NA
Census Tract,09001045200,12/2023,1,0.5,0.333,NA
