type,GEOID,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,09001045200,01/2024,0,0,1.333,NA
Census Tract,09001045200,02/2024,0,0.5,0,NA
Census Tract,09001045200,03/2024,1,0.5,0.333,NA
Census Tract,09001045200,04/2024,0,0.5,0.333,NA
Census Tract,09001045200,05/2024,0,0,0,NA
Census Tract,09001045200,06/2024,0,1,1,NA
Census Tract,09001045200,07/2024,0,0,0.333,NA
Census Tract,09001045200,08/2024,0,1,1.333,NA
Census Tract,09001045200,09/2024,0,0,0.333,NA
Census Tract,09001045200,10/2024,0,0.5,0.333,NA
Census Tract,09001045200,11/2024,0,0.5,0,NA
Census Tract,09001045200,12/2024,0,0.5,0.333,NA
Census Tract,09001045200,01/2025,0,0,1.333,NA
Census Tract,09001045200,02/2025,0,0.5,0,NA
Census Tract,09001045200,03/2025,2,0.5,0.333,NA
Census Tract,09001045200,04/2025,0,0.5,0.333,NA
Census Tract,09001045200,05/2025,0,0,0,NA
Census Tract,09001045200,06/2025,0,1,1,NA
Census Tract,09001045200,07/2025,1,0,0.333,NA
Census Tract,09001045200,08/2025,0,1,1.333,NA
Census Tract,09001045200,09/2025,0,0,0.333,NA
Census Tract,09001045200,10/2025,0,0.5,0.333,NA
Census Tract,09001045200,11/2025,0,0.5,0,NA
Census Tract,09001045200,12/2025,1,0.5,0.333,NA
Census Tract,09001045200,01/2026,0,0,,NA
Census Tract,09001045200,02/2026,1,0.5,,NA
Census Tract,09001045200,03/2026,2,0.5,,NA
Census Tract,09001045200,04/2026,0,0.5,,NA
Census Tract,09001045200,05/2026,0,0,,NA
Census Tract,09001045200,06/2026,0,0,,13/06/2026
Census Tract,09001045300,01/2020,0,0,0,NA
Census Tract,09001045300,02/2020,0,0,0,NA
Census Tract,09001045300,03/2020,0,0,0,NA
Census Tract,09001045300,04/2020,0,0.5,0,NA
Census Tract,09001045300,05/2020,0,0,0,NA
Census Tract,09001045300,06/2020,0,0.5,0.333,NA
Census Tract,09001045300,07/2020,0,0,0,NA
Census Tract,09001045300,08/2020,0,0,0.333,NA
Census Tract,09001045300,09/2020,0,0,0.333,NA
Census Tract,09001045300,10/2020,0,0,0,NA
Census Tract,09001045300,11/2020,0,0,0.333,NA
Census Tract,09001045300,12/2020,0,0,0,NA
Census Tract,09001045300,01/2021,0,0,0,NA
Census Tract,09001045300,02/2021,0,0,0,NA
Census Tract,09001045300,03/2021,0,0,0,NA
Census Tract,09001045300,04/2021,0,0.5,0,NA
Census Tract,09001045300,05/2021,0,0,0,NA
Census Tract,09001045300,06/2021,0,0.5,0.333,NA
Census Tract,09001045300,07/2021,0,0,0,NA
Census Tract,09001045300,08/2021,0,0,0.333,NA
Census Tract,09001045300,09/2021,0,0,0.333,NA
Census Tract,09001045300,10/2021,0,0,0,NA
Census Tract,09001045300,11/2021,0,0,0.333,NA
Census Tract,09001045300,12/2021,0,0,0,NA
Census Tract,09001045300,01/2022,0,0,0,NA
Census Tract,09001045300,02/2022,0,0,0,NA
Census Tract,09001045300,03/2022,0,0,0,NA
Census Tract,09001045300,04/2022,0,0.5,0,NA
Census Tract,09001045300,05/2022,0,0,0,NA
Census Tract,09001045300,06/2022,0,0.5,0.333,NA
Census Tract,09001045300,07/2022,0,0,0,NA
Census Tract,09001045300,08/2022,1,0,0.333,NA
Census Tract,09001045300,09/2022,0,0,0.333,NA
Census Tract,09001045300,10/2022,0,0,0,NA
Census Tract,09001045300,11/2022,0,0,0.333,NA
Census Tract,09001045300,12/2022,0,0,0,NA
Census Tract,09001045300,01/2023,0,0,0,NA
Census Tract,09001045300,02/2023,0,0,0,NA
Census Tract,09001045300,03/2023,0,0,0,NA
Census Tract,09001045300,04/2023,0,0.5,0,NA
Census Tract,09001045300,05/2023,0,0,0,NA
Census Tract,09001045300,06/2023,1,0.5,0.333,NA
Census Tract,09001045300,07/2023,0,0,0,NA
Census Tract,09001045300,08/2023,0,0,0.333,NA
Census Tract,09001045300,09/2023,0,0,0.333,NA
Census Tract,09001045300,10/2023,0,0,0,NA
Census Tract,09001045300,11/2023,0,0,0.333,NA
Census Tract,09001045300,12/2023,0,0,0,NA
Census Tract,09001045300,01/2024,0,0,0,NA
Census Tract,09001045300,02/2024,0,0,0,NA
Census Tract,09001045300,03/2024,0,0,0,NA
Census Tract,09001045300,04/2024,1,0.5,0,NA
Census Tract,09001045300,05/2024,0,0,0,NA
Census Tract,09001045300,06/2024,0,0.5,0.333,NA
Census Tract,09001045300,07/2024,0,0,0,NA
Census Tract,09001045300,08/2024,0,0,0.333,NA
Census Tract,09001045300,09/2024,0,0,0.333,NA
Census Tract,09001045300,10/2024,0,0,0,NA
Census Tract,09001045300,11/2024,0,0,0.333,NA
Census Tract,09001045300,12/2024,0,0,0,NA
Census Tract,09001045300,01/2025,0,0,0,NA
Census Tract,09001045300,02/2025,0,0,0,NA
Census Tract,09001045300,03/2025,0,0,0,NA
Census Tract,09001045300,04/2025,0,0.5,0,NA
Census Tract,09001045300,05/2025,0,0,0,NA
Census Tract,09001045300,06/2025,0,0.5,0.333,NA
Census Tract,09001045300,07/2025,0,0,0,NA
Census Tract,09001045300,08/2025,0,0,0.333,NA
Census Tract,09001045300,09/2025,0,0,0.333,NA
Census Tract,09001045300,10/2025,0,0,0,NA
Census Tract,09001045300,11/2025,0,0,0.333,NA
Census Tract,09001045300,12/2025,0,0,0,NA
Census Tract,09001045300,01/2026,0,0,,NA
Census Tract,09001045300,02/2026,0,0,,NA
Census Tract,09001045300,03/2026,0,0,,NA
Census Tract,09001045300,04/2026,0,0.5,,NA
Census Tract,09001045300,05/2026,0,0,,NA
Census Tract,09001045300,06/2026,0,0.5,,13/06/2026
Census Tract,09001045400,01/2020,0,1,0,NA
Census Tract,09001045400,02/2020,0,0,0.333,NA
Census Tract,09001045400,03/2020,1,1,0.667,NA
Census Tract,09001045400,04/2020,1,1,0.333,NA
Census Tract,09001045400,05/2020,0,0,0.667,NA
Census Tract,09001045400,06/2020,0,0,0.333,NA
Census Tract,09001045400,07/2020,0,0.5,0.333,NA
Census Tract,09001045400,08/2020,0,1,0,NA
Census Tract,09001045400,09/2020,0,1,0.333,NA
Census Tract,09001045400,10/2020,0,0.5,0.333,NA
Census Tract,09001045400,11/2020,0,0,0,NA
Census Tract,09001045400,12/2020,0,0,0.333,NA
Census Tract,09001045400,01/2021,0,1,0,NA
Census Tract,09001045400,02/2021,2,0,0.333,NA
Census Tract,09001045400,03/2021,0,1,0.667,NA
Census Tract,09001045400,04/2021,0,1,0.333,NA
Census Tract,09001045400,05/2021,0,0,0.667,NA
Census Tract,09001045400,06/2021,0,0,0.333,NA
Census Tract,09001045400,07/2021,0,0.5,0.333,NA
Census Tract,09001045400,08/2021,0,1,0,NA
Census Tract,09001045400,09/2021,0,1,0.333,NA
Census Tract,09001045400,10/2021,0,0.5,0.333,NA
Census Tract,09001045400,11/2021,0,0,0,NA
Census Tract,09001045400,12/2021,1,0,0.333,NA
Census Tract,09001045400,01/2022,0,1,0,NA
Census Tract,09001045400,02/2022,2,0,0.333,NA
Census Tract,09001045400,03/2022,0,1,0.667,NA
Census Tract,09001045400,04/2022,2,1,0.333,NA
Census Tract,09001045400,05/2022,0,0,0.667,NA
Census Tract,09001045400,06/2022,0,0,0.333,NA
Census Tract,09001045400,07/2022,0,0.5,0.333,NA
Census Tract,09001045400,08/2022,0,1,0,NA
Census Tract,09001045400,09/2022,0,1,0.333,NA
Census Tract,09001045400,10/2022,0,0.5,0.333,NA
Census Tract,09001045400,11/2022,0,0,0,NA
Census Tract,09001045400,12/2022,2,0,0.333,NA
Census Tract,09001045400,01/2023,1,1,0,NA
Census Tract,09001045400,02/2023,0,0,0.333,NA
Census Tract,09001045400,03/2023,1,1,0.667,NA
Census Tract,09001045400,04/2023,1,1,0.333,NA
Census Tract,09001045400,05/2023,0,0,0.667,NA
Census Tract,09001045400,06/2023,0,0,0.333,NA
Census Tract,09001045400,07/2023,1,0.5,0.333,NA
Census Tract,09001045400,08/2023,2,1,0,NA
Census Tract,09001045400,09/2023,1,1,0.333,NA
Census Tract,09001045400,10/2023,1,0.5,0.333,NA
Census Tract,09001045400,11/2023,0,0,0,NA
Census Tract,09001045400,12/2023,0,0,0.333,NA
Census Tract,09001045400,01/2024,1,1,0,NA
Census Tract,09001045400,02/2024,0,0,0.333,NA
Census Tract,09001045400,03/2024,1,1,0.667,NA
Census Tract,09001045400,04/2024,1,1,0.333,NA
Census Tract,09001045400,05/2024,0,0,0.667,NA
Census Tract,09001045400,06/2024,0,0,0.333,NA
Census Tract,09001045400,07/2024,0,0.5,0.333,NA
Census Tract,09001045400,08/2024,0,1,0,NA
Census Tract,09001045400,09/2024,1,1,0.333,NA
Census Tract,09001045400,10/2024,0,0.5,0.333,NA
Census Tract,09001045400,11/2024,0,0,0,NA
Census Tract,09001045400,12/2024,0,0,0.333,NA
Census Tract,09001045400,01/2025,1,1,0,NA
Census Tract,09001045400,02/2025,0,0,0.333,NA
Census Tract,09001045400,03/2025,0,1,0.667,NA
Census Tract,09001045400,04/2025,0,1,0.333,NA
Census Tract,09001045400,05/2025,0,0,0.667,NA
Census Tract,09001045400,06/2025,0,0,0.333,NA
Census Tract,09001045400,07/2025,0,0.5,0.333,NA
Census Tract,09001045400,08/2025,0,1,0,NA
Census Tract,09001045400,09/2025,2,1,0.333,NA
Census Tract,09001045400,10/2025,0,0.5,0.333,NA
Census Tract,09001045400,11/2025,0,0,0,NA
Census Tract,09001045400,12/2025,1,0,0.333,NA
Census Tract,09001045400,01/2026,2,1,,NA
Census Tract,09001045400,02/2026,0,0,,NA
Census Tract,09001045400,03/2026,0,1,,NA
Census Tract,09001045400,04/2026,0,1,,NA
Census Tract,09001045400,05/2026,1,0,,NA
Census Tract,09001045400,06/2026,0,0,,13/06/2026
Census Tract,09001050100,01/2020,1,0,0,NA
Census Tract,09001050100,02/2020,0,0.5,0,NA
Census Tract,09001050100,03/2020,0,0,0.667,NA
Census Tract,09001050100,04/2020,0,0,0.667,NA
Census Tract,09001050100,05/2020,0,0,0.333,NA
Census Tract,09001050100,06/2020,0,0,0.333,NA
Census Tract,09001050100,07/2020,0,0,0.333,NA
Census Tract,09001050100,08/2020,0,0,0.333,NA
Census Tract,09001050100,09/2020,0,0,0,NA
Census Tract,09001050100,10/2020,0,0,0.333,NA
Census Tract,09001050100,11/2020,0,0,0.333,NA
Census Tract,09001050100,12/2020,0,0.5,0,NA
Census Tract,09001050100,01/2021,0,0,0,NA
Census Tract,09001050100,02/2021,0,0.5,0,NA
Census Tract,09001050100,03/2021,0,0,0.667,NA
Census Tract,09001050100,04/2021,1,0,0.667,NA
Census Tract,09001050100,05/2021,0,0,0.333,NA
Census Tract,09001050100,06/2021,0,0,0.333,NA
Census Tract,09001050100,07/2021,0,0,0.333,NA
Census Tract,09001050100,08/2021,0,0,0.333,NA
Census Tract,09001050100,09/2021,0,0,0,NA
Census Tract,09001050100,10/2021,0,0,0.333,NA
Census Tract,09001050100,11/2021,0,0,0.333,NA
Census Tract,09001050100,12/2021,1,0.5,0,NA
Census Tract,09001050100,01/2022,0,0,0,NA
Census Tract,09001050100,02/2022,0,0.5,0,NA
Census Tract,09001050100,03/2022,0,0,0.667,NA
Census Tract,09001050100,04/2022,1,0,0.667,NA
Census Tract,09001050100,05/2022,0,0,0.333,NA
Census Tract,09001050100,06/2022,0,0,0.333,NA
Census Tract,09001050100,07/2022,0,0,0.333,NA
Census Tract,09001050100,08/2022,0,0,0.333,NA
Census Tract,09001050100,09/2022,0,0,0,NA
Census Tract,09001050100,10/2022,0,0,0.333,NA
Census Tract,09001050100,11/2022,0,0,0.333,NA
Census Tract,09001050100,12/2022,0,0.5,0,NA
Census Tract,09001050100,01/2023,0,0,0,NA
Census Tract,09001050100,02/2023,0,0.5,0,NA
Census Tract,09001050100,03/2023,0,0,0.667,NA
Census Tract,09001050100,04/2023,0,0,0.667,NA
Census Tract,09001050100,05/2023,0,0,0.333,NA
Census Tract,09001050100,06/2023,0,0,0.333,NA
Census Tract,09001050100,07/2023,0,0,0.333,NA
Census Tract,09001050100,08/2023,0,0,0.333,NA
Census Tract,09001050100,09/2023,0,0,0,NA
Census Tract,09001050100,10/2023,0,0,0.333,NA
Census Tract,09001050100,11/2023,0,0,0.333,NA
Census Tract,09001050100,12/2023,1,0.5,0,NA
Census Tract,09001050100,01/2024,0,0,0,NA
Census Tract,09001050100,02/2024,0,0.5,0,NA
Census Tract,09001050100,03/2024,0,0,0.667,NA
Census Tract,09001050100,04/2024,0,0,0.667,NA
Census Tract,09001050100,05/2024,0,0,0.333,NA
Census Tract,09001050100,06/2024,0,0,0.333,NA
Census Tract,09001050100,07/2024,0,0,0.333,NA
Census Tract,09001050100,08/2024,0,0,0.333,NA
Census Tract,09001050100,09/2024,0,0,0,NA
Census Tract,09001050100,10/2024,0,0,0.333,NA
Census Tract,09001050100,11/2024,0,0,0.333,NA
Census Tract,09001050100,12/2024,0,0.5,0,NA
Census Tract,09001050100,01/2025,0,0,0,NA
Census Tract,09001050100,02/2025,0,0.5,0,NA
Census Tract,09001050100,03/2025,0,0,0.667,NA
Census Tract,09001050100,04/2025,0,0,0.667,NA
Census Tract,09001050100,05/2025,0,0,0.333,NA
Census Tract,09001050100,06/2025,0,0,0.333,NA
Census Tract,09001050100,07/2025,0,0,0.333,NA
Census Tract,09001050100,08/2025,0,0,0.333,NA
Census Tract,09001050100,09/2025,0,0,0,NA
Census Tract,09001050100,10/2025,0,0,0.333,NA
Census Tract,09001050100,11/2025,0,0,0.333,NA
Census Tract,09001050100,12/2025,0,0.5,0,NA
Census Tract,09001050100,01/2026,0,0,,NA
Census Tract,09001050100,02/2026,0,0.5,,NA
Census Tract,09001050100,03/2026,0,0,,NA
Census Tract,09001050100,04/2026,0,0,,NA
Census Tract,09001050100,05/2026,0,0,,NA
Census Tract,09001050100,06/2026,0,0,,13/06/2026
Census Tract,09001050200,01/2020,0,1.5,0.333,NA
Census Tract,09001050200,02/2020,0,0,0,NA
Census Tract,09001050200,03/2020,0,0,0.333,NA
Census Tract,09001050200,04/2020,0,0,0,NA
Census Tract,09001050200,05/2020,0,0.5,1,NA
Census Tract,09001050200,06/2020,0,0.5,0.667,NA
Census Tract,09001050200,07/2020,0,0,1,NA
Census Tract,09001050200,08/2020,0,1,0,NA
Census Tract,09001050200,09/2020,1,0,0,NA
Census Tract,09001050200,10/2020,0,1,0.667,NA
Census Tract,09001050200,11/2020,1,0,0.667,NA
Census Tract,09001050200,12/2020,0,0,1,NA
Census Tract,09001050200,01/2021,0,1.5,0.333,NA
Census Tract,09001050200,02/2021,1,0,0,NA
Census Tract,09001050200,03/2021,0,0,0.333,NA
Census Tract,09001050200,04/2021,0,0,0,NA
Census Tract,09001050200,05/2021,0,0.5,1,NA
Census Tract,09001050200,06/2021,0,0.5,0.667,NA
Census Tract,09001050200,07/2021,2,0,1,NA
Census Tract,09001050200,08/2021,0,1,0,NA
Census Tract,09001050200,09/2021,0,0,0,NA
Census Tract,09001050200,10/2021,0,1,0.667,NA
Census Tract,09001050200,11/2021,0,0,0.667,NA
Census Tract,09001050200,12/2021,0,0,1,NA
Census Tract,09001050200,01/2022,0,1.5,0.333,NA
Census Tract,09001050200,02/2022,0,0,0,NA
Census Tract,09001050200,03/2022,0,0,0.333,NA
Census Tract,09001050200,04/2022,0,0,0,NA
Census Tract,09001050200,05/2022,0,0.5,1,NA
Census Tract,09001050200,06/2022,0,0.5,0.667,NA
Census Tract,09001050200,07/2022,1,0,1,NA
Census Tract,09001050200,08/2022,0,1,0,NA
Census Tract,09001050200,09/2022,0,0,0,NA
Census Tract,09001050200,10/2022,1,1,0.667,NA
Census Tract,09001050200,11/2022,0,0,0.667,NA
Census Tract,09001050200,12/2022,0,0,1,NA
Census Tract,09001050200,01/2023,0,1.5,0.333,NA
Census Tract,09001050200,02/2023,0,0,0,NA
Census Tract,09001050200,03/2023,0,0,0.333,NA
Census Tract,09001050200,04/2023,0,0,0,NA
Census Tract,09001050200,05/2023,1,0.5,1,NA
Census Tract,09001050200,06/2023,1,0.5,0.667,NA
Census Tract,09001050200,07/2023,0,0,1,NA
Census Tract,09001050200,08/2023,2,1,0,NA
Census Tract,09001050200,09/2023,0,0,0,NA
Census Tract,09001050200,10/2023,0,1,0.667,NA
Census Tract,09001050200,11/2023,0,0,0.667,NA
Census Tract,09001050200,12/2023,0,0,1,NA
Census Tract,09001050200,01/2024,3,1.5,0.333,NA
Census Tract,09001050200,02/2024,0,0,0,NA
Census Tract,09001050200,03/2024,0,0,0.333,NA
Census Tract,09001050200,04/2024,0,0,0,NA
Census Tract,09001050200,05/2024,0,0.5,1,NA
Census Tract,09001050200,06/2024,0,0.5,0.667,NA
Census Tract,09001050200,07/2024,0,0,1,NA
Census Tract,09001050200,08/2024,0,1,0,NA
Census Tract,09001050200,09/2024,0,0,0,NA
Census Tract,09001050200,10/2024,2,1,0.667,NA
Census Tract,09001050200,11/2024,0,0,0.667,NA
Census Tract,09001050200,12/2024,0,0,1,NA
Census Tract,09001050200,01/2025,0,1.5,0.333,NA
Census Tract,09001050200,02/2025,0,0,0,NA
Census Tract,09001050200,03/2025,0,0,0.333,NA
Census Tract,09001050200,04/2025,0,0,0,NA
Census Tract,09001050200,05/2025,0,0.5,1,NA
Census Tract,09001050200,06/2025,0,0.5,0.667,NA
Census Tract,09001050200,07/2025,0,0,1,NA
Census Tract,09001050200,08/2025,0,1,0,NA
Census Tract,09001050200,09/2025,1,0,0,NA
Census Tract,09001050200,10/2025,0,1,0.667,NA
Census Tract,09001050200,11/2025,0,0,0.667,NA
Census Tract,09001050200,12/2025,0,0,1,NA
Census Tract,09001050200,01/2026,0,1.5,,NA
Census Tract,09001050200,02/2026,0,0,,NA
Census Tract,09001050200,03/2026,0,0,,NA
Census Tract,09001050200,04/2026,0,0,,NA
Census Tract,09001050200,05/2026,0,0.5,,NA
Census Tract,09001050200,06/2026,0,0.5,,13/06/2026
Census Tract,09001050301,01/2020,1,0,0.333,NA
Census Tract,09001050301,02/2020,1,1,0.333,NA
Census Tract,09001050301,03/2020,0,0,1.333,NA
Census Tract,09001050301,04/2020,0,0,1.333,NA
Census Tract,09001050301,05/2020,0,0.5,1.333,NA
Census Tract,09001050301,06/2020,0,0.5,0.333,NA
Census Tract,09001050301,07/2020,0,3.5,0,NA
Census Tract,09001050301,08/2020,0,2,0.333,NA
Census Tract,09001050301,09/2020,0,0,0.333,NA
Census Tract,09001050301,10/2020,1,1,0.333,NA
Census Tract,09001050301,11/2020,3,0,0.333,NA
Census Tract,09001050301,12/2020,0,0,0.667,NA
Census Tract,09001050301,01/2021,1,0,0.333,NA
Census Tract,09001050301,02/2021,0,1,0.333,NA
Census Tract,09001050301,03/2021,0,0,1.333,NA
Census Tract,09001050301,04/2021,0,0,1.333,NA
Census Tract,09001050301,05/2021,0,0.5,1.333,NA
Census Tract,09001050301,06/2021,1,0.5,0.333,NA
Census Tract,09001050301,07/2021,0,3.5,0,NA
Census Tract,09001050301,08/2021,0,2,0.333,NA
Census Tract,09001050301,09/2021,1,0,0.333,NA
Census Tract,09001050301,10/2021,3,1,0.333,NA
Census Tract,09001050301,11/2021,0,0,0.333,NA
Census Tract,09001050301,12/2021,1,0,0.667,NA
Census Tract,09001050301,01/2022,0,0,0.333,NA
Census Tract,09001050301,02/2022,1,1,0.333,NA
Census Tract,09001050301,03/2022,0,0,1.333,NA
Census Tract,09001050301,04/2022,0,0,1.333,NA
Census Tract,09001050301,05/2022,0,0.5,1.333,NA
Census Tract,09001050301,06/2022,2,0.5,0.333,NA
Census Tract,09001050301,07/2022,1,3.5,0,NA
Census Tract,09001050301,08/2022,3,2,0.333,NA
Census Tract,09001050301,09/2022,1,0,0.333,NA
Census Tract,09001050301,10/2022,1,1,0.333,NA
Census Tract,09001050301,11/2022,0,0,0.333,NA
Census Tract,09001050301,12/2022,1,0,0.667,NA
Census Tract,09001050301,01/2023,0,0,0.333,NA
Census Tract,09001050301,02/2023,0,1,0.333,NA
Census Tract,09001050301,03/2023,0,0,1.333,NA
Census Tract,09001050301,04/2023,0,0,1.333,NA
Census Tract,09001050301,05/2023,1,0.5,1.333,NA
Census Tract,09001050301,06/2023,1,0.5,0.333,NA
Census Tract,09001050301,07/2023,7,3.5,0,NA
Census Tract,09001050301,08/2023,2,2,0.333,NA
Census Tract,09001050301,09/2023,0,0,0.333,NA
Census Tract,09001050301,10/2023,0,1,0.333,NA
Census Tract,09001050301,11/2023,0,0,0.333,NA
Census Tract,09001050301,12/2023,0,0,0.667,NA
Census Tract,09001050301,01/2024,0,0,0.333,NA
Census Tract,09001050301,02/2024,2,1,0.333,NA
Census Tract,09001050301,03/2024,0,0,1.333,NA
Census Tract,09001050301,04/2024,0,0,1.333,NA
Census Tract,09001050301,05/2024,0,0.5,1.333,NA
Census Tract,09001050301,06/2024,0,0.5,0.333,NA
Census Tract,09001050301,07/2024,0,3.5,0,NA
Census Tract,09001050301,08/2024,2,2,0.333,NA
Census Tract,09001050301,09/2024,0,0,0.333,NA
Census Tract,09001050301,10/2024,1,1,0.333,NA
Census Tract,09001050301,11/2024,0,0,0.333,NA
Census Tract,09001050301,12/2024,0,0,0.667,NA
Census Tract,09001050301,01/2025,0,0,0.333,NA
Census Tract,09001050301,02/2025,0,1,0.333,NA
Census Tract,09001050301,03/2025,0,0,1.333,NA
Census Tract,09001050301,04/2025,0,0,1.333,NA
Census Tract,09001050301,05/2025,0,0.5,1.333,NA
Census Tract,09001050301,06/2025,1,0.5,0.333,NA
Census Tract,09001050301,07/2025,0,3.5,0,NA
Census Tract,09001050301,08/2025,0,2,0.333,NA
Census Tract,09001050301,09/2025,0,0,0.333,NA
Census Tract,09001050301,10/2025,2,1,0.333,NA
Census Tract,09001050301,11/2025,0,0,0.333,NA
Census Tract,09001050301,12/2025,0,0,0.667,NA
Census Tract,09001050301,01/2026,0,0,,NA
Census Tract,09001050301,02/2026,0,1,,NA
Census Tract,09001050301,03/2026,2,0,,NA
Census Tract,09001050301,04/2026,0,0,,NA
Census Tract,09001050301,05/2026,0,0.5,,NA
Census Tract,09001050301,06/2026,0,0.5,,13/06/2026
Census Tract,09001050302,01/2020,0,0,0,NA
Census Tract,09001050302,02/2020,0,1,0,NA
Census Tract,09001050302,03/2020,0,0,0.333,NA
Census Tract,09001050302,04/2020,0,0.5,0,NA
Census Tract,09001050302,05/2020,0,0,0.333,NA
Census Tract,09001050302,06/2020,0,0,0.333,NA
Census Tract,09001050302,07/2020,0,1.5,0,NA
Census Tract,09001050302,08/2020,0,0,0.333,NA
Census Tract,09001050302,09/2020,0,0,0,NA
Census Tract,09001050302,10/2020,1,1.5,0,NA
Census Tract,09001050302,11/2020,0,0,0,NA
Census Tract,09001050302,12/2020,0,0,0,NA
Census Tract,09001050302,01/2021,0,0,0,NA
Census Tract,09001050302,02/2021,0,1,0,NA
Census Tract,09001050302,03/2021,0,0,0.333,NA
Census Tract,09001050302,04/2021,0,0.5,0,NA
Census Tract,09001050302,05/2021,0,0,0.333,NA
Census Tract,09001050302,06/2021,0,0,0.333,NA
Census Tract,09001050302,07/2021,0,1.5,0,NA
Census Tract,09001050302,08/2021,0,0,0.333,NA
Census Tract,09001050302,09/2021,0,0,0,NA
Census Tract,09001050302,10/2021,0,1.5,0,NA
Census Tract,09001050302,11/2021,1,0,0,NA
Census Tract,09001050302,12/2021,1,0,0,NA
Census Tract,09001050302,01/2022,0,0,0,NA
Census Tract,09001050302,02/2022,0,1,0,NA
Census Tract,09001050302,03/2022,0,0,0.333,NA
Census Tract,09001050302,04/2022,0,0.5,0,NA
Census Tract,09001050302,05/2022,1,0,0.333,NA
Census Tract,09001050302,06/2022,0,0,0.333,NA
Census Tract,09001050302,07/2022,1,1.5,0,NA
Census Tract,09001050302,08/2022,0,0,0.333,NA
Census Tract,09001050302,09/2022,0,0,0,NA
Census Tract,09001050302,10/2022,0,1.5,0,NA
Census Tract,09001050302,11/2022,1,0,0,NA
Census Tract,09001050302,12/2022,0,0,0,NA
Census Tract,09001050302,01/2023,0,0,0,NA
Census Tract,09001050302,02/2023,2,1,0,NA
Census Tract,09001050302,03/2023,0,0,0.333,NA
Census Tract,09001050302,04/2023,1,0.5,0,NA
Census Tract,09001050302,05/2023,0,0,0.333,NA
Census Tract,09001050302,06/2023,0,0,0.333,NA
Census Tract,09001050302,07/2023,0,1.5,0,NA
Census Tract,09001050302,08/2023,0,0,0.333,NA
Census Tract,09001050302,09/2023,0,0,0,NA
Census Tract,09001050302,10/2023,0,1.5,0,NA
Census Tract,09001050302,11/2023,0,0,0,NA
Census Tract,09001050302,12/2023,0,0,0,NA
Census Tract,09001050302,01/2024,0,0,0,NA
Census Tract,09001050302,02/2024,0,1,0,NA
Census Tract,09001050302,03/2024,0,0,0.333,NA
Census Tract,09001050302,04/2024,0,0.5,0,NA
Census Tract,09001050302,05/2024,0,0,0.333,NA
Census Tract,09001050302,06/2024,0,0,0.333,NA
Census Tract,09001050302,07/2024,3,1.5,0,NA
Census Tract,09001050302,08/2024,0,0,0.333,NA
Census Tract,09001050302,09/2024,0,0,0,NA
Census Tract,09001050302,10/2024,3,1.5,0,NA
Census Tract,09001050302,11/2024,0,0,0,NA
Census Tract,09001050302,12/2024,0,0,0,NA
Census Tract,09001050302,01/2025,1,0,0,NA
Census Tract,09001050302,02/2025,0,1,0,NA
Census Tract,09001050302,03/2025,0,0,0.333,NA
Census Tract,09001050302,04/2025,0,0.5,0,NA
